 name Fire Water Grass Electric Psychic Steel Normal Fairy Dark Flying Ghost Poison Ice Ground Rock Dragon Fighting Bug
312 Vigoroth 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
313 Slaking 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
314 Nincada 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
315 Ninjask 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
316 Shedinja 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
317 Whismur 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
318 Loudred 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
319 Exploud 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
320 Makuhita 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
321 Hariyama 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
322 Azurill 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
323 Nosepass 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
324 Skitty 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
325 Delcatty 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
326 Sableye 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
327 "SableyeMega Sableye" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
328 Mawile 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
329 "MawileMega Mawile" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
330 Aron 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
331 Lairon 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
332 Aggron 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
333 "AggronMega Aggron" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
334 Meditite 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
335 Medicham 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
336 "MedichamMega Medicham" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
337 Electrike 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
338 Manectric 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
339 "ManectricMega Manectric" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
340 Plusle 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
341 Minun 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
342 Volbeat 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
343 Illumise 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
344 Roselia 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
345 Gulpin 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
346 Swalot 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
347 Carvanha 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
348 Sharpedo 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
349 "SharpedoMega Sharpedo" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
350 Wailmer 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
351 Wailord 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
352 Numel 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
353 Camerupt 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
354 "CameruptMega Camerupt" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
355 Torkoal 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
356 Spoink 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
357 Grumpig 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
358 Spinda 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
359 Trapinch 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
360 Vibrava 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
361 Flygon 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
362 Cacnea 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
363 Cacturne 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
364 Swablu 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
365 Altaria 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
366 "AltariaMega Altaria" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
367 Zangoose 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
368 Seviper 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
369 Lunatone 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
370 Solrock 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
371 Barboach 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
372 Whiscash 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
373 Corphish 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
374 Crawdaunt 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
375 Baltoy 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
376 Claydol 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
377 Lileep 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
378 Cradily 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
379 Anorith 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
380 Armaldo 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
381 Feebas 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
382 Milotic 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
383 Castform 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
384 Kecleon 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
385 Shuppet 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
386 Banette 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
387 "BanetteMega Banette" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
388 Duskull 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
389 Dusclops 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
390 Tropius 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
391 Chimecho 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
392 Absol 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
393 "AbsolMega Absol" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
394 Wynaut 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
395 Snorunt 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
396 Glalie 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
397 "GlalieMega Glalie" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
398 Spheal 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
399 Sealeo 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
400 Walrein 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
401 Clamperl 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
402 Huntail 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
403 Gorebyss 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
404 Relicanth 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
405 Luvdisc 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
406 Bagon 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
407 Shelgon 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
408 Salamence 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
409 "SalamenceMega Salamence" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
410 Beldum 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
411 Metang 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
412 Metagross 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
413 "MetagrossMega Metagross" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
414 Regirock 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
415 Regice 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
416 Registeel 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
417 Latias 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
418 "LatiasMega Latias" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
419 Latios 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
420 "LatiosMega Latios" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
421 Kyogre 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
422 "KyogrePrimal Kyogre" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
423 Groudon 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
424 "GroudonPrimal Groudon" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
425 Rayquaza 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
426 "RayquazaMega Rayquaza" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
427 Jirachi 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
428 "DeoxysNormal Forme" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
429 "DeoxysAttack Forme" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
430 "DeoxysDefense Forme" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
431 "DeoxysSpeed Forme" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
432 Turtwig 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
433 Grotle 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
434 Torterra 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
435 Chimchar 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
436 Monferno 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
437 Infernape 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
438 Piplup 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
439 Prinplup 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
440 Empoleon 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
441 Starly 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
442 Staravia 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
443 Staraptor 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
444 Bidoof 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
445 Bibarel 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
446 Kricketot 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
447 Kricketune 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
448 Shinx 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
449 Luxio 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
450 Luxray 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
451 Budew 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
452 Roserade 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
453 Cranidos 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
454 Rampardos 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
455 Shieldon 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
456 Bastiodon 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
457 Burmy 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
458 "WormadamPlant Cloak" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
459 "WormadamSandy Cloak" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
460 "WormadamTrash Cloak" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
461 Mothim 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
462 Combee 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
463 Vespiquen 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
464 Pachirisu 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
465 Buizel 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
466 Floatzel 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
467 Cherubi 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
468 Cherrim 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
469 Shellos 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
470 Gastrodon 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
471 Ambipom 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
472 Drifloon 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
473 Drifblim 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
474 Buneary 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
475 Lopunny 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
476 "LopunnyMega Lopunny" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
477 Mismagius 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
478 Honchkrow 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
479 Glameow 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
480 Purugly 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
481 Chingling 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
482 Stunky 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
483 Skuntank 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
484 Bronzor 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
485 Bronzong 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
486 Bonsly 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
487 "Mime Jr." 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
488 Happiny 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
489 Chatot 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
490 Spiritomb 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
491 Gible 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
492 Gabite 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
493 Garchomp 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
494 "GarchompMega Garchomp" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
495 Munchlax 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
496 Riolu 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
497 Lucario 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
498 "LucarioMega Lucario" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
499 Hippopotas 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
500 Hippowdon 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
501 Skorupi 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
502 Drapion 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
503 Croagunk 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
504 Toxicroak 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
505 Carnivine 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
506 Finneon 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
507 Lumineon 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
508 Mantyke 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
509 Snover 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
510 Abomasnow 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
511 "AbomasnowMega Abomasnow" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
512 Weavile 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
513 Magnezone 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
514 Lickilicky 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
515 Rhyperior 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
516 Tangrowth 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
517 Electivire 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
518 Magmortar 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
519 Togekiss 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
520 Yanmega 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
521 Leafeon 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
522 Glaceon 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
523 Gliscor 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
524 Mamoswine 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
525 Porygon-Z 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
526 Gallade 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
527 "GalladeMega Gallade" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
528 Probopass 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
529 Dusknoir 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
530 Froslass 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
531 Rotom 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
532 "RotomHeat Rotom" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
533 "RotomWash Rotom" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
534 "RotomFrost Rotom" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
535 "RotomFan Rotom" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
536 "RotomMow Rotom" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
537 Uxie 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
538 Mesprit 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
539 Azelf 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
540 Dialga 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
541 Palkia 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
542 Heatran 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
543 Regigigas 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
544 "GiratinaAltered Forme" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
545 "GiratinaOrigin Forme" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
546 Cresselia 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
547 Phione 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
548 Manaphy 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
549 Darkrai 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
550 "ShayminLand Forme" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
551 "ShayminSky Forme" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
552 Arceus 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
553 Victini 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
554 Snivy 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
555 Servine 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
556 Serperior 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
557 Tepig 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
558 Pignite 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
559 Emboar 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
560 Oshawott 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
561 Dewott 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
562 Samurott 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
563 Patrat 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
564 Watchog 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
565 Lillipup 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
566 Herdier 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
567 Stoutland 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
568 Purrloin 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
569 Liepard 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
570 Pansage 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
571 Simisage 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
572 Pansear 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
573 Simisear 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
574 Panpour 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
575 Simipour 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
576 Munna 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
577 Musharna 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
578 Pidove 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
579 Tranquill 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
580 Unfezant 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
581 Blitzle 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
582 Zebstrika 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
583 Roggenrola 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
584 Boldore 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
585 Gigalith 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
586 Woobat 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
587 Swoobat 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
588 Drilbur 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
589 Excadrill 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
590 Audino 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
591 "AudinoMega Audino" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
592 Timburr 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
593 Gurdurr 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
594 Conkeldurr 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
595 Tympole 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
596 Palpitoad 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
597 Seismitoad 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
598 Throh 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
599 Sawk 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
600 Sewaddle 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
601 Swadloon 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
602 Leavanny 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
603 Venipede 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
604 Whirlipede 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
605 Scolipede 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
606 Cottonee 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
607 Whimsicott 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
608 Petilil 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
609 Lilligant 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
610 Basculin 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
611 Sandile 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
612 Krokorok 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
613 Krookodile 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
614 Darumaka 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
615 "DarmanitanStandard Mode" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
616 "DarmanitanZen Mode" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
617 Maractus 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
618 Dwebble 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
619 Crustle 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
620 Scraggy 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
621 Scrafty 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
622 Sigilyph 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
623 Yamask 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
